         88806525 function calls (86741999 primitive calls) in 61.441 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:566(_maybe_promote_cached)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6193(_index_as_unique)
      294    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      155    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       14    0.000    0.000    0.000    0.000 {built-in method zlib.compressobj}
      259    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:988(_to_string)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:110(_coerce_args)
       42    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:313(is_null_slice)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:822(_maintain_shutdown_locks)
      245    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       38    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/inference.py:102(is_file_like)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:588(_write_xf)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2801(_na_value)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:119(__init__)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:350(_na_ok_dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/__init__.py:305(_compile_repl)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/sharedstrings.py:135(_get_shared_string_index)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5116(_get_engine_target)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:433(_write_border)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:183(validate_header_arg)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/utility.py:71(xl_col_to_name)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1537(<genexpr>)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
      260    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/contenttypes.py:183(_write_overrides)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:5639(_write_worksheet)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:1736(_writecheck)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:691(__call__)
       64    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:1308(<genexpr>)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:1516(_check_file_or_buffer)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/algorithms.py:235(_ensure_arraylike)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:574(_maybe_promote)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:5706(_write_sheet_view)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/random.py:128(seed)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:578(header_style)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:89(_xml_data_element)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/theme.py:40(_assemble_xml_file)
     11/8    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:434(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:221(_write_font)
       70    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/frame.py:857(axes)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2324(<lambda>)
       84    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:883(<genexpr>)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/utility.py:20(xl_rowcol_to_cell)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(nonzero)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:208(<dictcomp>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:1754(_check_label_or_level_ambiguity)
        3    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:139(_write_vt_vector)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:1102(_maybe_memory_map)
       15    0.000    0.000    0.000    0.000 {built-in method posix.close}
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:481(_encodeFilenameFlags)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:1242(__init__)
       15    0.000    0.000    0.000    0.000 <frozen posixpath>:60(isabs)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:200(_has_aliases)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6104(_calculate_spans)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1818(_write_sheets)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:1278(_check_is_chained_assignment_possible)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:1312(_validate_parse_dates_arg)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:139(iloc)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2421(is_boolean)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:547(__fspath__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copy.py:66(copy)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:848(<genexpr>)
      244    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:160(_consolidate_key)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:667(_initialize_sparsify)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:270(stop)
       75    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1248(value)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:61(__init__)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:264(__enter__)
       53    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:68(_xml_end_tag)
        2    0.000    0.000    0.000    0.000 /home/dvidal1205-ld/Documents/research/AS-Quant/as_quant.py:17(<listcomp>)
      102    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       65    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:204(_need_to_save_header)
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:267(__exit__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.chdir}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:112(_initialize_index_label)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:907(_get_alignment_key)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:429(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/fromnumeric.py:51(_wrapfunc)
       17    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:140(has_mi_columns)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2745(inferred_type)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:896(getfile)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:487(_write_sub_border)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/css.py:122(CSSResolver)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1446(current_thread)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:3975(_get_indexer)
        1    0.000    0.000    0.000    0.000 <frozen os>:200(makedirs)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:384(_mk_bitmap)
      234    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        7    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:997(parse_template)
        5    0.000    0.000    0.000    0.000 {built-in method _operator.invert}
       20    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:86(<genexpr>)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:222(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:208(write_cols)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:179(data_index)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:295(_candidate_tempdir_list)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:293(step)
       79    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:574(_ensure_array)
       14    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:117(_write_dcterms_created)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:865(_has_aliases)
       68    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:170(append)
       22    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       43    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1829(_write_sheet)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/fnmatch.py:74(translate)
      181    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:4441(_maybe_preserve_names)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:898(_get_fill_key)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/base.py:124(_reset_cache)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:537(__str__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:291(set_align)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
      202    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1882(ndim)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:121(_get_index_label_from_obj)
      196    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/base.py:148(is_consolidated)
      181    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:4835(_needs_reindex_multi)
       22    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        5    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:897(_prepare_fonts)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(argsort)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fa929eedc60}
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/weakref.py:369(remove)
        5    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        5    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tokenize.py:299(detect_encoding)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/theme.py:46(_set_xml_writer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:120(_write_heading_pairs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:126(_write_titles_of_parts)
        4    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:209(<listcomp>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:110(_xml_si_element)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:2581(is_object)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:1022(<lambda>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6153(_write_row)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
        1    0.000    0.000    0.000    0.000 {pandas._libs.ops.maybe_convert_bool}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/construction.py:231(mgr_to_mgr)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_weakrefset.py:39(_remove)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:416(ensure_dtype_objs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/fromnumeric.py:1038(argsort)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:72(_datetime_to_iso8601_date)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:465(_get_charset_prefix)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:258(_extract_multi_indexer_columns)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_weakrefset.py:85(add)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:778(parent)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:94(closegroup)
       61    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      114    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:832(<listcomp>)
        6    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/numpy/core/fromnumeric.py:1892(nonzero)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:194(_escape_data)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:214(_compile_charset)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.11/glob.py:222(has_magic)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tempfile.py:224(_infer_return_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2161(new_block_2d)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:1820(_get_names)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:814(_do_date_conversions)
        3    0.000    0.000    0.000    0.000 <frozen os>:773(getenv)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:279(_is_owned)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:664(ndim)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:5759(_write_sheet_format_pr)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/base.py:356(size)
        1    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
       30    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedWriter' objects}
       14    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:168(_number_format)
       67    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:4315(_is_view)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:4020(_check_indexing_method)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:699(is_valid_na_for_dtype)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:276(_acquire_restore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/_color_data.py:1(<module>)
       29    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:532(__init__)
       14    0.000    0.000    0.000    0.000 <frozen os>:818(fsdecode)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:910(<genexpr>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/frame.py:4271(_clear_item_cache)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:247(match)
       84    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:1142(_fileobj)
        2    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/inference.py:363(is_sequence)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/__init__.py:178(sub)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:851(<genexpr>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/app.py:159(_write_vt_data)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:524(_write_cell_style_xfs)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:229(_has_complex_date_col)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
       23    0.000    0.000    0.000    0.000 <string>:2(__init__)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:284(tell)
        1    0.000    0.000    0.000    0.000 {built-in method posix.write}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/frame.py:874(shape)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:347(_write_custom_file)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/sharedstrings.py:73(_write_sst)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.11/contextlib.py:428(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1788(_write_book_views)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:206(_standardize_fill_value)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1317(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:1912(get_values)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:333(_write_fills)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:158(__len__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:1879(_clean_na_values)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/utility.py:712(preserve_whitespace)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:386(<listcomp>)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.11/enum.py:1096(__new__)
       74    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       79    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:241(disallow_kwargs)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:273(_release_save)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/weakref.py:427(__setitem__)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:79(check)
       18    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1059(_prepare_defined_names)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:90(RLock)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       11    0.000    0.000    0.000    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
       32    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:555(<genexpr>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:793(truncate)
       16    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexers/utils.py:127(check_setitem_lengths)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1000(_prepare_fills)
       14    0.000    0.000    0.000    0.000 <frozen posixpath>:131(splitdrive)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:900(<genexpr>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:513(is_view)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:4142(_initialize)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/relationships.py:31(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/format.py:688(set_valign)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:26(__init__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:568(isstring)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/_distutils_hack/__init__.py:89(find_spec)
      120    0.000    0.000    0.000    0.000 {built-in method math.floor}
      120    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/core.py:85(_write_cp_core_properties)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:363(<listcomp>)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:2230(_validate_skipfooter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:401(_get_simple_index)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_object_object}
       22    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/sharedstrings.py:33(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/contenttypes.py:175(_write_defaults)
        3    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/custom.py:26(__init__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:365(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:1127(_prepare_drawings)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/styles.py:652(_write_cell_styles)
        6    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:73(__init__)
      105    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       40    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:463(is_interval_dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/contenttypes.py:190(_write_types)
