         88806525 function calls (86741999 primitive calls) in 61.441 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   232145    0.065    0.000    0.065    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:500(dtype)
    66302    0.063    0.000    0.063    0.000 /usr/lib/python3/dist-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
   132625    0.046    0.000    0.061    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:319(is_datetime64_dtype)
    66302    0.054    0.000    0.061    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/dtypes.py:1333(__init__)
    66350    0.061    0.000    0.061    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:527(maybe_promote)
    33172    0.015    0.000    0.059    0.000 /usr/lib/python3/dist-packages/pandas/core/ops/dispatch.py:13(should_extension_dispatch)
    66921    0.044    0.000    0.058    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:564(_get_axis)
   132778    0.043    0.000    0.055    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:151(cast_scalar_indexer)
    66354    0.055    0.000    0.055    0.000 {method 'copy' of 'numpy.ndarray' objects}
    66302    0.054    0.000    0.054    0.000 /usr/lib/python3/dist-packages/pandas/util/_validators.py:128(_check_for_invalid_keys)
    66302    0.054    0.000    0.054    0.000 {method 'view' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.053    0.003 /usr/lib/python3/dist-packages/pandas/core/internals/construction.py:423(dict_to_mgr)
   364909    0.053    0.000    0.053    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:546(_constructor)
    33172    0.053    0.000    0.053    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
    66860    0.021    0.000    0.052    0.000 <frozen abc>:117(__instancecheck__)
    66302    0.035    0.000    0.052    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:2370(external_values)
    66302    0.033    0.000    0.051    0.000 /usr/lib/python3/dist-packages/pandas/core/arrays/numpy_.py:125(__array__)
    33172    0.043    0.000    0.050    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:1048(is_numeric_v_string_like)
    99500    0.049    0.000    0.049    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:1422(sanitize_to_nanoseconds)
    66406    0.049    0.000    0.049    0.000 {built-in method numpy.seterrobj}
        5    0.000    0.000    0.048    0.010 /home/dvidal1205-ld/Documents/research/AS-Quant/count_pvalue.py:78(Count_pvalue)
    33172    0.025    0.000    0.048    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:4114(_set_is_copy)
    66302    0.034    0.000    0.048    0.000 /usr/lib/python3/dist-packages/pandas/util/_validators.py:29(_check_arg_length)
   166813    0.047    0.000    0.047    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:550(_get_axis_number)
    66389    0.046    0.000    0.046    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:827(iget)
   166147    0.044    0.000    0.044    0.000 {built-in method __new__ of type object at 0x9584a0}
   332047    0.044    0.000    0.044    0.000 /usr/lib/python3/dist-packages/pandas/core/flags.py:53(allows_duplicate_labels)
    33550    0.035    0.000    0.043    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:460(array_equivalent)
   299723    0.041    0.000    0.042    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5090(_values)
    66350    0.041    0.000    0.041    0.000 /usr/lib/python3/dist-packages/pandas/core/array_algos/take.py:326(_get_take_nd_function)
    66338    0.033    0.000    0.041    0.000 /usr/lib/python3/dist-packages/pandas/util/_validators.py:226(validate_bool_kwarg)
    99904    0.033    0.000    0.039    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:839(is_)
    33177    0.038    0.000    0.038    0.000 {method 'take' of 'numpy.ndarray' objects}
   398547    0.036    0.000    0.036    0.000 /usr/lib/python3.11/typing.py:2214(cast)
   265664    0.035    0.000    0.035    0.000 {pandas._libs.lib.is_integer}
   199076    0.034    0.000    0.034    0.000 {pandas._libs.lib.item_from_zerodim}
    33358    0.023    0.000    0.033    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:570(_get_block_manager_axis)
       21    0.001    0.000    0.033    0.002 /usr/lib/python3/dist-packages/pandas/core/internals/construction.py:100(arrays_to_mgr)
    66860    0.031    0.000    0.031    0.000 {built-in method _abc._abc_instancecheck}
   372694    0.031    0.000    0.031    0.000 {method 'append' of 'list' objects}
   232878    0.031    0.000    0.031    0.000 {pandas._libs.algos.ensure_object}
   132604    0.031    0.000    0.031    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:823(shape)
   132887    0.031    0.000    0.031    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:151(classes_and_not_datetimelike)
    66396    0.030    0.000    0.030    0.000 {built-in method numpy.array}
    33172    0.024    0.000    0.030    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2488(convert_to_index_sliceable)
    33172    0.030    0.000    0.030    0.000 {method 'reshape' of 'numpy.ndarray' objects}
   265627    0.028    0.000    0.028    0.000 {built-in method builtins.callable}
    66329    0.028    0.000    0.028    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
   132812    0.027    0.000    0.027    0.000 {built-in method numpy.geterrobj}
    99486    0.026    0.000    0.026    0.000 {built-in method numpy.asanyarray}
   166086    0.025    0.000    0.025    0.000 {pandas._libs.lib.is_iterator}
    66306    0.021    0.000    0.025    0.000 /usr/lib/python3.11/inspect.py:292(isclass)
   165837    0.025    0.000    0.025    0.000 {pandas._libs.algos.ensure_platform_int}
    33378    0.014    0.000    0.024    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:673(consolidate)
    66328    0.018    0.000    0.023    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/common.py:393(is_timedelta64_dtype)
   265516    0.023    0.000    0.023    0.000 /usr/lib/python3/dist-packages/pandas/core/base.py:324(ndim)
    99548    0.023    0.000    0.023    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:986(dtype)
    99485    0.022    0.000    0.022    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:728(_constructor)
    66362    0.022    0.000    0.022    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype.py:24(_kind_name)
       21    0.001    0.000    0.022    0.001 /usr/lib/python3/dist-packages/pandas/core/internals/construction.py:588(_homogenize)
      196    0.000    0.000    0.022    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:5077(reindex)
      196    0.001    0.000    0.021    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:5044(reindex)
    99566    0.021    0.000    0.021    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:172(blknos)
    66362    0.020    0.000    0.020    0.000 /usr/lib/python3/dist-packages/numpy/core/_dtype.py:330(_name_includes_bit_suffix)
   199205    0.020    0.000    0.020    0.000 {pandas._libs.lib.is_float}
    99566    0.020    0.000    0.020    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:188(blklocs)
   100070    0.020    0.000    0.020    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:1734(name)
    99500    0.019    0.000    0.019    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:238(items)
    34672    0.018    0.000    0.018    0.000 {method 'ravel' of 'numpy.ndarray' objects}
    33235    0.018    0.000    0.018    0.000 {built-in method pandas._libs.missing.checknull}
    66302    0.017    0.000    0.017    0.000 /usr/lib/python3/dist-packages/pandas/core/base.py:161(_freeze)
    33085    0.017    0.000    0.017    0.000 {method 'sort' of 'list' objects}
       15    0.000    0.000    0.016    0.001 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:1010(_get_empty_meta)
   132716    0.016    0.000    0.016    0.000 {pandas._libs.lib.is_bool}
    66589    0.016    0.000    0.016    0.000 {method 'items' of 'dict' objects}
    66307    0.015    0.000    0.015    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2054(index)
       15    0.000    0.000    0.015    0.001 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:1049(<dictcomp>)
   101004    0.014    0.000    0.014    0.000 {method 'get' of 'dict' objects}
    99343    0.014    0.000    0.014    0.000 {method 'upper' of 'str' objects}
    66507    0.013    0.000    0.013    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:330(<dictcomp>)
    33203    0.013    0.000    0.013    0.000 /usr/lib/python3/dist-packages/numpy/core/_ufunc_config.py:426(__init__)
    66525    0.013    0.000    0.013    0.000 {method 'update' of 'dict' objects}
    66365    0.012    0.000    0.012    0.000 {method 'copy' of 'dict' objects}
      181    0.001    0.000    0.011    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:5293(_reindex_axes)
    66302    0.011    0.000    0.011    0.000 /usr/lib/python3/dist-packages/numpy/core/fromnumeric.py:2427(_all_dispatcher)
    66323    0.011    0.000    0.011    0.000 {method 'values' of 'dict' objects}
    33203    0.010    0.000    0.010    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1846(is_consolidated)
       21    0.000    0.000    0.009    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2182(create_block_manager_from_column_arrays)
    66440    0.009    0.000    0.009    0.000 /usr/lib/python3/dist-packages/numpy/core/multiarray.py:1079(copyto)
        5    0.000    0.000    0.009    0.002 /usr/lib/python3/dist-packages/pandas/core/generic.py:2202(to_excel)
   157/79    0.001    0.000    0.008    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:430(__new__)
        1    0.000    0.000    0.008    0.008 /usr/lib/python3/dist-packages/pandas/io/excel/_base.py:1268(save)
       59    0.000    0.000    0.008    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:708(_with_infer)
        5    0.000    0.000    0.008    0.002 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:891(write)
        1    0.000    0.000    0.008    0.008 /usr/lib/python3/dist-packages/pandas/io/excel/_xlsxwriter.py:240(_save)
        1    0.000    0.000    0.008    0.008 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:310(close)
        5    0.000    0.000    0.008    0.002 /usr/lib/python3/dist-packages/pandas/io/excel/_xlsxwriter.py:246(_write_cells)
        1    0.000    0.000    0.008    0.008 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:652(_store_workbook)
      181    0.001    0.000    0.007    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:5332(_reindex_with_indexers)
       21    0.000    0.000    0.007    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:486(_init_dict)
    66302    0.007    0.000    0.007    0.000 /usr/lib/python3/dist-packages/numpy/core/shape_base.py:19(_atleast_1d_dispatcher)
    66329    0.007    0.000    0.007    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:6569(_maybe_cast_indexer)
      360    0.000    0.000    0.007    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:541(equals)
    33177    0.007    0.000    0.007    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:1194(_maybe_disallow_fill)
    33177    0.006    0.000    0.006    0.000 /usr/lib/python3/dist-packages/pandas/core/frame.py:600(_constructor)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:370(_make_index)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:469(_agg_index)
       65    0.000    0.000    0.006    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:886(get_formatted_cells)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:132(_create_package)
        1    0.000    0.000    0.006    0.006 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:681(_infer_types)
       21    0.000    0.000    0.006    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:1864(_consolidate_inplace)
        1    0.005    0.005    0.005    0.005 {pandas._libs.parsers.sanitize_objects}
        1    0.000    0.000    0.005    0.005 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2319(_consolidate)
      392    0.000    0.000    0.005    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:5277(<genexpr>)
        2    0.003    0.002    0.005    0.003 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2361(_merge_blocks)
       16    0.000    0.000    0.005    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:1395(__init__)
        5    0.000    0.000    0.005    0.001 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:738(_format_regular_rows)
        5    0.000    0.000    0.005    0.001 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:870(_generate_body)
    33152    0.005    0.000    0.005    0.000 {method 'strip' of 'str' objects}
      196    0.000    0.000    0.005    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5551(identical)
       21    0.000    0.000    0.005    0.000 /usr/lib/python3/dist-packages/pandas/core/construction.py:881(create_series_with_explicit_dtype)
    33198    0.005    0.000    0.005    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:997(__init__)
       60    0.000    0.000    0.005    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1059(__getitem__)
       16    0.000    0.000    0.005    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:1703(_make_engine)
       21    0.000    0.000    0.004    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:2183(unique)
       21    0.000    0.000    0.004    0.000 /usr/lib/python3/dist-packages/pandas/core/base.py:989(unique)
       60    0.000    0.000    0.004    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1561(_getitem_tuple)
       19    0.000    0.000    0.004    0.000 <__array_function__ internals>:177(concatenate)
       21    0.000    0.000    0.004    0.000 /usr/lib/python3/dist-packages/pandas/core/algorithms.py:315(unique)
       21    0.000    0.000    0.004    0.000 /usr/lib/python3/dist-packages/pandas/core/algorithms.py:412(unique_with_mask)
       21    0.000    0.000    0.004    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2253(_form_blocks)
      181    0.000    0.000    0.004    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:4318(reindex)
    21406    0.004    0.000    0.004    0.000 {built-in method builtins.max}
        1    0.001    0.001    0.003    0.003 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:351(_concatenate_chunks)
       12    0.000    0.000    0.003    0.000 /usr/lib/python3.11/concurrent/futures/thread.py:161(submit)
       23    0.002    0.000    0.003    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:2305(_stack_arrays)
       12    0.000    0.000    0.003    0.000 /usr/lib/python3.11/concurrent/futures/thread.py:180(_adjust_thread_count)
       60    0.000    0.000    0.003    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:931(_getitem_lowerdim)
       22    0.000    0.000    0.003    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:645(get_handle)
       35    0.003    0.000    0.003    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       21    0.003    0.000    0.003    0.000 {method 'unique' of 'pandas._libs.hashtable.StringHashTable' objects}
       16    0.002    0.000    0.003    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/c_parser_wrapper.py:49(__init__)
        1    0.000    0.000    0.003    0.003 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:173(_write_workbook_file)
       12    0.000    0.000    0.002    0.000 /usr/lib/python3.11/threading.py:938(start)
       13    0.000    0.000    0.002    0.000 /usr/lib/python3/dist-packages/xlsxwriter/xmlwriter.py:41(_xml_close)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:613(_assemble_xml_file)
      195    0.000    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:616(copy)
       12    0.000    0.000    0.002    0.000 /usr/lib/python3.11/threading.py:604(wait)
      138    0.001    0.000    0.002    0.000 {pandas._libs.lib.maybe_convert_objects}
       60    0.000    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1592(_getitem_axis)
        1    0.000    0.000    0.002    0.002 <__array_function__ internals>:177(vstack)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3/dist-packages/numpy/core/shape_base.py:223(vstack)
       21    0.000    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:5707(isna)
       21    0.000    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:7765(isna)
       79    0.000    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:7396(_maybe_cast_data_without_dtype)
        5    0.000    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:3536(to_csv)
      263    0.001    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/cast.py:1763(construct_1d_object_array_from_listlike)
      157    0.001    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:235(asarray_tuplesafe)
       14    0.000    0.000    0.002    0.000 /usr/lib/python3.11/zipfile.py:1759(write)
        5    0.000    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pandas/core/frame.py:6862(sort_values)
       26    0.000    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pandas/core/series.py:4773(_reduce)
      375    0.001    0.000    0.002    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:564(_array_equivalent_object)
      149    0.000    0.000    0.001    0.000 /usr/lib/python3.11/re/__init__.py:272(_compile)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/format.py:1139(to_csv)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:11598(any)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:180(_write_worksheet_files)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:11166(any)
      105    0.000    0.000    0.001    0.000 <frozen codecs>:319(decode)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:11108(_logical_func)
      105    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
      4/2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1167(_find_and_load)
      4/2    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1122(_find_and_load_unlocked)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/csvs.py:236(save)
       22    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:280(_get_filepath_or_buffer)
       88    0.000    0.000    0.001    0.000 /usr/lib/python3.11/re/__init__.py:225(compile)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:4185(_assemble_xml_file)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.11/re/_compiler.py:738(compile)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:73(cell_wrapper)
      3/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:666(_load_unlocked)
       51    0.001    0.000    0.001    0.000 {built-in method io.open}
       60    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:864(_validate_tuple_indexer)
      3/1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:934(exec_module)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:428(write)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:806(__setitem__)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:448(_write)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/algorithms.py:269(_get_hashtable_algo)
       14    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:160(_filename)
       14    0.000    0.000    0.001    0.000 /usr/lib/python3.11/tempfile.py:444(mkstemp)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:393(_write_token_as_string)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:496(nanany)
       59    0.000    0.000    0.001    0.000 /usr/lib/python3.11/warnings.py:130(filterwarnings)
      120    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1448(_validate_key)
      7/3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
      3/1    0.000    0.000    0.001    0.001 {built-in method builtins.exec}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:1(<module>)
       21    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/algorithms.py:287(_check_object_for_strings)
       32    0.000    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        5    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:5852(_write_sheet_data)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.11/glob.py:13(glob)
       79    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:588(_dtype_to_subclass)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6026(_write_rows)
       12    0.000    0.000    0.001    0.000 /usr/lib/python3.11/glob.py:60(_iglob)
       15    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:6258(copy)
      180    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:195(_data)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:1658(_setitem_with_indexer)
       14    0.000    0.000    0.001    0.000 /usr/lib/python3.11/zipfile.py:1168(close)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.11/re/_parser.py:970(parse)
      201    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/common.py:303(maybe_iterable_to_list)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:1799(_get_label_or_level_values)
       14    0.000    0.000    0.001    0.000 /usr/lib/python3.11/tempfile.py:382(_mkstemp_inner)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.11/glob.py:105(_glob1)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.11/concurrent/futures/_base.py:646(__exit__)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.11/concurrent/futures/thread.py:216(shutdown)
       29    0.001    0.000    0.001    0.000 {built-in method posix.remove}
      180    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/api.py:384(default_index)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/construction.py:627(_extract_index)
       60    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/xlsxwriter/worksheet.py:6208(_write_cell)
        5    0.000    0.000    0.001    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:2036(_setitem_single_block)
        1    0.000    0.000    0.001    0.001 /home/dvidal1205-ld/Documents/research/AS-Quant/as_quant.py:94(<listcomp>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1080(join)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/nanops.py:261(_get_values)
     13/9    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:447(_parse_sub)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/common.py:1147(_is_binary_mode)
       56    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/dtypes/missing.py:645(na_value_for_dtype)
      251    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/excel/_xlsxwriter.py:185(__init__)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:200(fill_value)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1118(_wait_for_tstate_lock)
      154    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:359(_write_content_types_file)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/fnmatch.py:48(filter)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/__init__.py:163(match)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_compiler.py:571(_code)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:175(add_worksheet)
      720    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:353(dtype)
     15/9    0.000    0.000    0.000    0.000 /usr/lib/python3.11/re/_parser.py:507(_parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:7237(ensure_index_from_sequences)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/workbook.py:750(_add_sheet)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/fnmatch.py:38(_compile_pattern)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:11777(sum)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:11492(sum)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:11443(_min_count_stat_function)
      196    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:518(_construct_axes_from_arguments)
       95    0.000    0.000    0.000    0.000 /usr/lib/python3.11/warnings.py:165(simplefilter)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/range.py:173(_simple_new)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/managers.py:379(setitem)
      390    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexes/base.py:5564(<genexpr>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/generic.py:3908(xs)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/base_parser.py:88(__init__)
        1    0.000    0.000    0.000    0.000 /home/dvidal1205-ld/Documents/research/AS-Quant/as_quant.py:93(<listcomp>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:189(copyfileobj)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/xlsxwriter/packager.py:410(_write_styles_file)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1056(_find_spec)
      195    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/internals/blocks.py:544(copy)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:1510(open)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/formats/excel.py:678(_format_header_regular)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/core/indexing.py:672(_get_setitem_indexer)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/pandas/io/parsers/readers.py:1527(_clean_options)
